<<<<<<< HEAD
<<<<<<< HEAD
2025-06-06 16:31:21.328 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 13:46:25.420 [https-jsse-nio-8443-exec-3] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 13:46:25.423 [https-jsse-nio-8443-exec-6] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, Action: UNAUTHORIZED_ACCESS, LogType: SECURITY, TargetUserId: 7
2025-06-06 13:46:25.426 [https-jsse-nio-8443-exec-3] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, Action: UNAUTHORIZED_ACCESS, LogType: SECURITY, TargetUserId: 7
2025-06-06 13:46:25.441 [https-jsse-nio-8443-exec-10] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 13:46:25.455 [https-jsse-nio-8443-exec-10] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, Action: PROTECTED_ACCESS, LogType: SECURITY, TargetUserId: 7
2025-06-06 13:46:25.453 [https-jsse-nio-8443-exec-4] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 13:46:25.455 [https-jsse-nio-8443-exec-8] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 13:46:25.458 [https-jsse-nio-8443-exec-4] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, Action: PAGE_VIEW, LogType: NAVIGATION, TargetUserId: 7
2025-06-06 13:46:25.458 [https-jsse-nio-8443-exec-8] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, Action: UNAUTHORIZED_ACCESS, LogType: SECURITY, TargetUserId: 7
2025-06-06 13:46:25.471 [https-jsse-nio-8443-exec-2] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 13:46:25.477 [https-jsse-nio-8443-exec-2] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, Action: PROTECTED_ACCESS, LogType: SECURITY, TargetUserId: 7
2025-06-06 13:46:25.547 [https-jsse-nio-8443-exec-7] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 13:46:25.547 [https-jsse-nio-8443-exec-1] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 13:46:25.549 [https-jsse-nio-8443-exec-1] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, Action: PAGE_VIEW, LogType: NAVIGATION, TargetUserId: 7
2025-06-06 13:46:25.550 [https-jsse-nio-8443-exec-7] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, Action: UNAUTHORIZED_ACCESS, LogType: SECURITY, TargetUserId: 7
2025-06-06 13:46:25.552 [https-jsse-nio-8443-exec-8] INFO  com.secureops.security - User chats request from IP: 0:0:0:0:0:0:0:1
2025-06-06 13:46:25.572 [https-jsse-nio-8443-exec-9] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, ChatId: 16, Action: VIEW_MESSAGES
2025-06-06 13:46:25.575 [https-jsse-nio-8443-exec-4] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, ChatId: 15, Action: VIEW_MESSAGES
2025-06-06 13:46:25.578 [https-jsse-nio-8443-exec-5] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, ChatId: 12, Action: VIEW_MESSAGES
2025-06-06 13:46:25.588 [https-jsse-nio-8443-exec-6] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, ChatId: 17, Action: VIEW_MESSAGES
2025-06-06 13:46:25.594 [https-jsse-nio-8443-exec-3] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, ChatId: 19, Action: VIEW_MESSAGES
2025-06-06 13:46:25.597 [https-jsse-nio-8443-exec-8] INFO  com.secureops.security - User chats retrieved - UserID: 7, ChatCount: 5, IP: 0:0:0:0:0:0:0:1
2025-06-06 13:46:25.648 [https-jsse-nio-8443-exec-2] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, ChatId: 15, Action: VIEW_MESSAGES
2025-06-06 13:46:25.649 [https-jsse-nio-8443-exec-10] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, ChatId: 16, Action: VIEW_MESSAGES
2025-06-06 13:46:25.655 [https-jsse-nio-8443-exec-7] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, ChatId: 17, Action: VIEW_MESSAGES
2025-06-06 13:46:25.695 [https-jsse-nio-8443-exec-1] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, ChatId: 12, Action: VIEW_MESSAGES
2025-06-06 13:46:25.708 [https-jsse-nio-8443-exec-8] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, ChatId: 19, Action: VIEW_MESSAGES
2025-06-06 13:47:19.222 [https-jsse-nio-8443-exec-3] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 13:47:19.222 [https-jsse-nio-8443-exec-1] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 13:47:19.224 [https-jsse-nio-8443-exec-3] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, Action: PROTECTED_ACCESS, LogType: SECURITY, TargetUserId: 7
2025-06-06 13:47:19.224 [https-jsse-nio-8443-exec-1] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: xozakariaox@gmail.com (ID: 7), IP: 0:0:0:0:0:0:0:1, Action: PAGE_VIEW, LogType: NAVIGATION, TargetUserId: 7
2025-06-06 13:47:25.112 [https-jsse-nio-8443-exec-9] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 13:47:25.113 [https-jsse-nio-8443-exec-9] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: PAGE_VIEW, LogType: NAVIGATION, TargetUserId: null
2025-06-06 13:47:25.129 [https-jsse-nio-8443-exec-5] INFO  com.secureops.security - User chats request from IP: 0:0:0:0:0:0:0:1
2025-06-06 13:47:25.159 [https-jsse-nio-8443-exec-2] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 13:47:25.160 [https-jsse-nio-8443-exec-2] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: PAGE_VIEW, LogType: NAVIGATION, TargetUserId: null
2025-06-06 13:47:25.197 [https-jsse-nio-8443-exec-5] INFO  com.secureops.security - User chats retrieved - UserID: 4, ChatCount: 5, IP: 0:0:0:0:0:0:0:1
2025-06-06 13:47:25.217 [https-jsse-nio-8443-exec-1] INFO  com.secureops.security - User chats request from IP: 0:0:0:0:0:0:0:1
2025-06-06 13:47:25.256 [https-jsse-nio-8443-exec-1] INFO  com.secureops.security - User chats retrieved - UserID: 4, ChatCount: 5, IP: 0:0:0:0:0:0:0:1
2025-06-06 13:47:25.333 [https-jsse-nio-8443-exec-5] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 13:47:25.341 [https-jsse-nio-8443-exec-5] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: PROTECTED_ACCESS, LogType: SECURITY, TargetUserId: 4
2025-06-06 13:47:25.376 [https-jsse-nio-8443-exec-2] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 13:47:25.377 [https-jsse-nio-8443-exec-2] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: PAGE_VIEW, LogType: NAVIGATION, TargetUserId: 4
2025-06-06 13:47:25.422 [https-jsse-nio-8443-exec-4] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, ChatId: 12, Action: VIEW_MESSAGES
2025-06-06 13:47:25.445 [https-jsse-nio-8443-exec-8] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, ChatId: 16, Action: VIEW_MESSAGES
2025-06-06 13:47:25.505 [https-jsse-nio-8443-exec-5] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, ChatId: 18, Action: VIEW_MESSAGES
2025-06-06 13:47:25.525 [https-jsse-nio-8443-exec-2] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, ChatId: 19, Action: VIEW_MESSAGES
2025-06-06 13:47:25.527 [https-jsse-nio-8443-exec-1] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 13:47:25.529 [https-jsse-nio-8443-exec-1] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: PROTECTED_ACCESS, LogType: SECURITY, TargetUserId: 4
2025-06-06 13:47:25.562 [https-jsse-nio-8443-exec-10] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, ChatId: 20, Action: VIEW_MESSAGES
2025-06-06 13:47:25.568 [https-jsse-nio-8443-exec-8] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 13:47:25.570 [https-jsse-nio-8443-exec-8] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: PAGE_VIEW, LogType: NAVIGATION, TargetUserId: 4
2025-06-06 13:47:25.659 [https-jsse-nio-8443-exec-5] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, ChatId: 16, Action: VIEW_MESSAGES
2025-06-06 13:47:25.677 [https-jsse-nio-8443-exec-1] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, ChatId: 12, Action: VIEW_MESSAGES
2025-06-06 13:47:25.692 [https-jsse-nio-8443-exec-6] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, ChatId: 18, Action: VIEW_MESSAGES
2025-06-06 13:47:25.706 [https-jsse-nio-8443-exec-2] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, ChatId: 19, Action: VIEW_MESSAGES
2025-06-06 13:47:25.729 [https-jsse-nio-8443-exec-10] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, ChatId: 20, Action: VIEW_MESSAGES
2025-06-06 14:02:58.203 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:04:02.208 [https-jsse-nio-8443-exec-7] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 14:04:02.209 [https-jsse-nio-8443-exec-5] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 14:04:02.209 [https-jsse-nio-8443-exec-7] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: PAGE_VIEW, LogType: NAVIGATION, TargetUserId: null
2025-06-06 14:04:02.210 [https-jsse-nio-8443-exec-5] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: PAGE_VIEW, LogType: NAVIGATION, TargetUserId: null
2025-06-06 14:04:02.235 [https-jsse-nio-8443-exec-8] INFO  com.secureops.security - User chats request from IP: 0:0:0:0:0:0:0:1
2025-06-06 14:04:02.410 [https-jsse-nio-8443-exec-4] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 14:04:02.416 [https-jsse-nio-8443-exec-4] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: PROTECTED_ACCESS, LogType: SECURITY, TargetUserId: 4
2025-06-06 14:04:02.433 [https-jsse-nio-8443-exec-9] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 14:04:02.441 [https-jsse-nio-8443-exec-9] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: PAGE_VIEW, LogType: NAVIGATION, TargetUserId: 4
2025-06-06 14:04:02.457 [https-jsse-nio-8443-exec-8] INFO  com.secureops.security - User chats retrieved - UserID: 4, ChatCount: 5, IP: 0:0:0:0:0:0:0:1
2025-06-06 14:04:02.534 [https-jsse-nio-8443-exec-4] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 14:04:02.539 [https-jsse-nio-8443-exec-4] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: PROTECTED_ACCESS, LogType: SECURITY, TargetUserId: 4
2025-06-06 14:04:02.607 [https-jsse-nio-8443-exec-2] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 14:04:02.610 [https-jsse-nio-8443-exec-2] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: PAGE_VIEW, LogType: NAVIGATION, TargetUserId: 4
2025-06-06 14:04:02.663 [https-jsse-nio-8443-exec-8] INFO  com.secureops.security - User chats request from IP: 0:0:0:0:0:0:0:1
2025-06-06 14:04:02.738 [https-jsse-nio-8443-exec-8] INFO  com.secureops.security - User chats retrieved - UserID: 4, ChatCount: 5, IP: 0:0:0:0:0:0:0:1
2025-06-06 14:04:03.060 [https-jsse-nio-8443-exec-8] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, ChatId: 12, Action: VIEW_MESSAGES
2025-06-06 14:04:03.307 [https-jsse-nio-8443-exec-8] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, ChatId: 16, Action: VIEW_MESSAGES
2025-06-06 14:04:03.405 [https-jsse-nio-8443-exec-4] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, ChatId: 18, Action: VIEW_MESSAGES
2025-06-06 14:04:03.480 [https-jsse-nio-8443-exec-2] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, ChatId: 19, Action: VIEW_MESSAGES
2025-06-06 14:04:03.635 [https-jsse-nio-8443-exec-9] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, ChatId: 20, Action: VIEW_MESSAGES
2025-06-06 14:04:03.747 [https-jsse-nio-8443-exec-4] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, ChatId: 12, Action: VIEW_MESSAGES
2025-06-06 14:04:03.963 [https-jsse-nio-8443-exec-2] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, ChatId: 16, Action: VIEW_MESSAGES
2025-06-06 14:04:04.258 [https-jsse-nio-8443-exec-4] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, ChatId: 20, Action: VIEW_MESSAGES
2025-06-06 14:04:04.259 [https-jsse-nio-8443-exec-9] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, ChatId: 18, Action: VIEW_MESSAGES
2025-06-06 14:04:04.277 [https-jsse-nio-8443-exec-8] INFO  com.secureops.security - CHAT_MESSAGE_ACCESS - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, ChatId: 19, Action: VIEW_MESSAGES
2025-06-06 14:18:30.671 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:19:00.076 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:19:09.129 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:19:59.873 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:21:16.918 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:27:43.708 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:28:01.990 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:28:12.641 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:28:28.721 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:28:42.940 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:29:01.264 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:29:27.913 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:29:49.518 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:30:12.273 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:30:37.675 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:30:46.760 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:31:20.282 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:32:00.645 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:32:16.200 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:33:29.726 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:33:39.969 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:38:47.563 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:39:16.989 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:39:27.549 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:39:42.457 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:39:59.833 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:40:40.045 [restartedMain] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2025-06-06 14:40:43.615 [https-jsse-nio-8443-exec-6] INFO  com.secureops.security - User chats request from IP: 127.0.0.1
2025-06-06 14:40:43.631 [https-jsse-nio-8443-exec-10] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: CREATE_SECURITY_LOG
2025-06-06 14:40:43.632 [https-jsse-nio-8443-exec-10] INFO  com.secureops.security - CREATING_SECURITY_LOG - User: zakariyablagrae@gmail.com (ID: 4), IP: 0:0:0:0:0:0:0:1, Action: PAGE_VIEW, LogType: NAVIGATION, TargetUserId: null
2025-06-06 14:40:43.635 [https-jsse-nio-8443-exec-3] INFO  com.secureops.security - SECURITY_LOG_CREATION - User: zakariyablagrae@gmail.com (ID: 4), IP: 127.0.0.1, Action: CREATE_SECURITY_LOG
